0	0	0	0	0	0	0	0	0	36	34	30	0.0	
1	0	0	0	0	0	0	0	0	35	34	30	0.5	
0	1	0	-33	33	0	0	-33	33	35	0	63	1.0	
0	0	1	-31	0	31	-2	0	2	33	0	64	1.5	
0	0	1	-33	0	33	2	0	-2	35	0	61	2.0	
0	0	1	-31	0	31	-2	0	2	33	0	62	2.5	
0	0	1	-33	0	33	2	0	-2	35	0	59	3.0	
0	0	1	-31	0	31	-2	0	2	33	0	60	3.5	
0	0	1	-33	0	33	2	0	-2	35	0	57	4.0	
0	0	1	-31	0	31	-2	0	2	33	0	58	4.5	
0	0	1	-33	0	33	2	0	-2	35	0	55	5.0	
0	0	1	-31	0	31	-2	0	2	33	0	56	5.5	
0	0	1	-33	0	33	2	0	-2	35	0	53	6.0	
0	0	1	-31	0	31	-2	0	2	33	0	54	6.5	
0	0	1	-14	0	14	-17	0	17	16	0	70	7.0	
0	0	1	0	0	0	-16	0	16	0	0	85	7.5	
0	0	1	0	0	0	0	0	0	0	0	84	8.0	
0	0	1	0	0	0	0	0	0	0	0	83	8.5	
0	0	1	0	0	0	0	0	0	0	0	82	9.0	
0	0	82	0	0	0	0	0	0	0	0	0	3371.0	
0	0	0	0	0	0	0	0	0	0	0	0	3371.0	
