0	0	0	0	0	0	0	0	0	38	32	30	0.0	
1	0	0	0	0	0	0	0	0	37	32	30	0.5	
0	1	0	-31	31	0	-2	-31	33	35	0	63	1.0	
0	0	1	-33	0	33	2	0	-2	37	0	60	1.5	
0	0	1	-31	0	31	-2	0	2	35	0	61	2.0	
0	0	1	-33	0	33	2	0	-2	37	0	58	2.5	
0	0	1	-31	0	31	-2	0	2	35	0	59	3.0	
0	0	1	-33	0	33	2	0	-2	37	0	56	3.5	
0	0	1	-31	0	31	-2	0	2	35	0	57	4.0	
0	0	1	-33	0	33	2	0	-2	37	0	54	4.5	
0	0	1	-31	0	31	-2	0	2	35	0	55	5.0	
0	0	1	-33	0	33	2	0	-2	37	0	52	5.5	
0	0	1	-31	0	31	-2	0	2	35	0	53	6.0	
0	0	1	-33	0	33	33	0	-33	68	0	19	6.5	
0	0	1	-18	0	18	-14	0	14	54	0	32	7.0	
0	0	1	-16	0	16	16	0	-16	70	0	15	7.5	
0	0	1	0	0	0	0	0	0	70	0	14	8.0	
0	0	1	0	0	0	0	0	0	70	0	13	8.5	
0	0	1	0	0	0	0	0	0	70	0	12	9.0	
70	0	0	0	0	0	0	0	0	0	0	12	2459.0	
0	0	12	0	0	0	0	0	0	0	0	0	2531.0	
